the_geom,stop_code,stop_id,stop_desc,stop_name,stop_lat,OBJECTID_1,stop_lon,ROUTE,ROUTENAME,DIRECTION,STREETNAME,CROSSSTREE,LABEL
POINT (-83.24226211157925 42.38612813263473),STFIEB,6954,Schoolcraft & Fielding St,SCHOOLCRAFT & FIELDING,42.38612,4106,-83.242258,43,SCHOOLCRA,EASTBOUND,SCHOOLCRAFT,FIELDING,6954 - FIELDING / SCHOOLCRAFT
POINT (-83.24138211132579 42.3863431327131),STSTWB,6955,Schoolcraft & Stout St,SCHOOLCRAFT & STOUT,42.386335,4107,-83.241378,43,SCHOOLCRA,WESTBOUND,Schoolcraft,Stout St,6955 - Stout St / Schoolcraft
POINT (-83.24002511088976 42.3861291327367),STKEEB,6956,Schoolcraft & Kentfield St,SCHOOLCRAFT & KENTFIELD,42.386121,4108,-83.240021,43,SCHOOLCRA,EASTBOUND,SCHOOLCRAFT,KENTFIELD,6956 - KENTFIELD / SCHOOLCRAFT
POINT (-83.23928011067343 42.386290132799296),STHEWB,6957,Schoolcraft & Heyden St,SCHOOLCRAFT & HEYDEN,42.386282,4109,-83.239276,43,SCHOOLCRA,WESTBOUND,Schoolcraft,Burt Rd,6957 - Burt Rd / Schoolcraft
POINT (-83.23780111020346 42.38612113283646),STVAEB,6958,Schoolcraft & Vaughan St,SCHOOLCRAFT & VAUGHAN,42.386113,4110,-83.237797,43,SCHOOLCRA,EASTBOUND,Schoolcraft,Vaughan St,6958 - Vaughan St / Schoolcraft
POINT (-83.23654210982863 42.38628213292245),STEVEB,6959,Schoolcraft Ave & Evergreen Rd,SCHOOLCRAFT & EVERGREEN,42.386274,4111,-83.236538,43,SCHOOLCRA,EASTBOUND,W Schoolcraft,Plainview Ave,6959 - Plainview Ave / W Schoolcraft
POINT (-83.23469610927222 42.386435133033686),STAUWB,6960,W Schoolcraft & Auburn Ave,SCHOOLCRAFT & AUBURN,42.386427,4112,-83.234692,43,SCHOOLCRA,WESTBOUND,W Schoolcraft,Auburn Ave,6960 - Auburn Ave / W Schoolcraft
POINT (-83.23304610875023 42.386274133080015),STMIEB,6961,W Schoolcraft & Minock St,SCHOOLCRAFT & MINOCK,42.386266,4113,-83.233042,43,SCHOOLCRA,EASTBOUND,W Schoolcraft,Minock St,6961 - Minock St / W Schoolcraft
POINT (-83.23215410849753 42.3865431331686),STWEWB,6962,W Schoolcraft & Westwood St,SCHOOLCRAFT & WESTWOOD,42.386535,4114,-83.23215,43,SCHOOLCRA,WESTBOUND,W Schoolcraft,Westwood St,6962 - Westwood St / W Schoolcraft
POINT (-83.23082110807249 42.386373133198916),STGREB,6963,W Schoolcraft & Grandville Ave,SCHOOLCRAFT & GRANDVILLE,42.386365,4115,-83.230817,43,SCHOOLCRA,EASTBOUND,W Schoolcraft,Grandville Ave,6963 - Grandville Ave / W Schoolcraft
POINT (-83.22988010780466 42.386642133289726),STPIWB,6965,W Schoolcraft & Piedmont St,SCHOOLCRAFT & PIEDMONT,42.386634,4116,-83.229876,43,SCHOOLCRA,WESTBOUND,W Schoolcraft,Piedmont St,6965 - Piedmont St / W Schoolcraft
POINT (-83.228328107304 42.386374133312465),STWAEB,6966,W Schoolcraft & Warwick Ave,SCHOOLCRAFT & WARWICK,42.386366,4117,-83.228324,43,SCHOOLCRA,EASTBOUND,W Schoolcraft,Warwick Ave,6966 - Warwick Ave / W Schoolcraft
POINT (-83.22742410704748 42.38664313340159),STARWB,6967,W Schoolcraft & Artesian Ave,SCHOOLCRAFT & ARTESIAN,42.386635,4118,-83.22742,43,SCHOOLCRA,WESTBOUND,W Schoolcraft,Artesian Ave,6967 - Artesian Ave / W Schoolcraft
POINT (-83.2257251065015 42.386375133431024),STSTEB,6968,W Schoolcraft & Stahelin Ave,SCHOOLCRAFT & STAHELIN,42.386367,4119,-83.225721,43,SCHOOLCRA,EASTBOUND,W Schoolcraft,Stahelin Ave,6968 - Stahelin Ave / W Schoolcraft
POINT (-83.22485710625605 42.38664313351833),STGLWB,6969,W Schoolcraft & Glastonbury Ave,SCHOOLCRAFT & GLASTONBURY,42.386635,4120,-83.224853,43,SCHOOLCRA,WESTBOUND,W Schoolcraft,Glastonbury Ave,6969 - Glastonbury Ave / W Schoolcraft
POINT (-83.22341410579124 42.38640213354092),STGREB,6970,W Schoolcraft & Greenview Rd,SCHOOLCRAFT & GREENVIEW,42.386394,4121,-83.22341,43,SCHOOLCRA,EASTBOUND,W Schoolcraft,Greenview Rd,6970 - Greenview Rd / W Schoolcraft
POINT (-83.21853810429384 42.38647413377549),STASEB,6974,W Schoolcraft & Ashton Rd,SCHOOLCRAFT & ASHTON,42.386466,4122,-83.218534,43,SCHOOLCRA,EASTBOUND,W Schoolcraft,Ashton Rd,6974 - Ashton Rd / W Schoolcraft
POINT (-83.21636210365848 42.386904133951106),STARWB,6979,Schoolcraft Ave & Archdale St,SCHOOLCRAFT & ARCHDALE,42.386896,4123,-83.216358,43,SCHOOLCRA,WESTBOUND,Schoolcraft Ave,Archdale St,6979 - Archdale St / Schoolcraft Ave
POINT (-83.21536010335252 42.38694013400313),STLOWB,6980,Schoolcraft St & Longacre St,SCHOOLCRAFT & LONGACRE,42.386932,4124,-83.215356,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Longacre St,6980 - Longacre St / Schoolcraft St
POINT (-83.21496810320946 42.38667213397313),STLOEB,6981,Schoolcraft Ave & Longacre St,SCHOOLCRAFT & LONGACRE,42.386664,4125,-83.214964,43,SCHOOLCRA,EASTBOUND,Schoolcraft Ave,Longacre St,6981 - Longacre St / Schoolcraft Ave
POINT (-83.21232810240433 42.38677913411224),STMEEB,6982,Schoolcraft St & Memorial St,SCHOOLCRAFT & MEMORIAL,42.386771,4126,-83.212324,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Memorial St,6982 - Memorial St / Schoolcraft St
POINT (-83.21154610218542 42.3870481341958),STABWB,6983,Schoolcraft St & Abington Ave,SCHOOLCRAFT & ABINGTON,42.38704,4127,-83.211542,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Abington Ave,6983 - Abington Ave / Schoolcraft St
POINT (-83.21004310169906 42.38677113421465),STGREB,6984,Schoolcraft St & Grandmont Rd,SCHOOLCRAFT & GRANDMONT,42.386763,4128,-83.210039,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Grandmont Rd,6984 - Grandmont Rd / Schoolcraft St
POINT (-83.20955410157048 42.3870391342847),STWOWB,6985,Schoolcraft St & Woodmont Ave,SCHOOLCRAFT & WOODMONT,42.387031,4129,-83.20955,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Woodmont Ave,6985 - Woodmont Ave / Schoolcraft St
POINT (-83.20773310098681 42.386771134319645),STASEB,6986,Schoolcraft St & Asbury Park,SCHOOLCRAFT & ASBURY PARK,42.386763,4130,-83.207729,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Asbury Park,6986 - Asbury Park / Schoolcraft St
POINT (-83.20717010083537 42.38703913439307),STMEWB,6987,Schoolcraft St & Mettetal St,SCHOOLCRAFT & METTETAL,42.387031,4131,-83.207166,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Mettetal St,6987 - Mettetal St / Schoolcraft St
POINT (-83.20519010021151 42.38687813445433),STSTEB,6988,Schoolcraft St & Saint Marys St,SCHOOLCRAFT & ST MARYS,42.38687,4132,-83.205186,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Saint Marys St,6988 - Saint Marys St / Schoolcraft St
POINT (-83.20475010009804 42.38714713452232),STMAWB,6989,Schoolcraft St & Mansfield St,SCHOOLCRAFT & MANSFIELD,42.387139,4133,-83.204746,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Mansfield St,6989 - Mansfield St / Schoolcraft St
POINT (-83.2026110994207 42.3869321345812),STRUEB,6990,Schoolcraft Ave & Rutherford Ave,SCHOOLCRAFT & RUTHERFORD,42.386924,4134,-83.202607,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Prevost St,6990 - Prevost St / Schoolcraft St
POINT (-83.20268409946102 42.38714713461622),STPRWB,6991,Schoolcraft St & Prevost St,SCHOOLCRAFT & PREVOST,42.387139,4135,-83.20268,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Prevost St,6991 - Prevost St / Schoolcraft St
POINT (-83.20038709873054 42.386879134672775),STMOEB,6993,Schoolcraft St & Montrose St,SCHOOLCRAFT & MONTROSE,42.386871,4136,-83.200383,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Montrose St,6993 - Montrose St / Schoolcraft St
POINT (-83.19551009724279 42.38707513492938),STWHEB,6998,Schoolcraft St & Whitcomb Ave,SCHOOLCRAFT & WHITCOMB,42.387067,4137,-83.195506,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Whitcomb Ave,6998 - Whitcomb Ave / Schoolcraft St
POINT (-83.1952530971858 42.3873441349891),STSUWB,6999,Schoolcraft St & Sussex St,SCHOOLCRAFT & SUSSEX,42.387336,4138,-83.195249,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Sussex St,6999 - Sussex St / Schoolcraft St
POINT (-83.19362709666433 42.38710213501975),STCOEB,7000,Schoolcraft St & Coyle St,SCHOOLCRAFT & COYLE,42.387094,4139,-83.193623,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Coyle St,7000 - Coyle St / Schoolcraft St
POINT (-83.19256409636314 42.3874241351255),STROWB,7001,Schoolcraft St & Robson Ave,SCHOOLCRAFT & ROBSON,42.387416,4140,-83.19256,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Robson Ave,7001 - Robson Ave / Schoolcraft St
POINT (-83.19145209600767 42.38727213514894),STTEEB,7002,Schoolcraft St & Terry St,SCHOOLCRAFT & TERRY,42.387264,4141,-83.191448,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Terry St,7002 - Terry St / Schoolcraft St
POINT (-83.1906200957659 42.38745113521869),STLAWB,7003,Schoolcraft St & Lauder Ave,SCHOOLCRAFT & LAUDER,42.387443,4142,-83.190616,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Lauder Ave,7003 - Lauder Ave / Schoolcraft St
POINT (-83.18881109521531 42.38754013531674),STHUWB,7005,Schoolcraft St & Hubbell St,SCHOOLCRAFT & HUBBELL,42.387532,4143,-83.188807,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Hubbell St,7005 - Hubbell St / Schoolcraft St
POINT (-83.18806609496343 42.387272135302744),STHUEB,7006,Schoolcraft St & Hubbell St,SCHOOLCRAFT & HUBBELL,42.387264,4144,-83.188062,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Hubbell St,7006 - Hubbell St / Schoolcraft St
POINT (-83.18516909406408 42.38720013542143),GRSCEB,7007,Grand River Ave & Schoolcraft St,GRAND RIVER & SCHOOLCRAFT,42.387192,4145,-83.185165,21,GRAND RIV,EASTBOUND,Grand River Ave,Schoolcraft St,7007 - Schoolcraft St / Grand River Ave
POINT (-83.18475309398377 42.38778113554405),STFRWB,7012,Schoolcraft St & Freeland St,SCHOOLCRAFT & FREELAND,42.387773,4146,-83.184749,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Freeland St,7012 - Freeland St / Schoolcraft St
POINT (-83.1822720932482 42.38813913572066),STSTWB,7013,Schoolcraft St & Stansbury St,SCHOOLCRAFT & STANSBURY,42.388131,4147,-83.182268,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Stansbury St,7013 - Stansbury St / Schoolcraft St
POINT (-83.18195409312865 42.38787913568872),STSTEB,7014,Schoolcraft St & Stansbury St,SCHOOLCRAFT & STANSBURY,42.387871,4148,-83.18195,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Stansbury St,7014 - Stansbury St / Schoolcraft St
POINT (-83.17673509152861 42.387995135946426),STHAEB,7020,Schoolcraft Ave & Hartwell St,SCHOOLCRAFT & HARTWELL,42.387987,4149,-83.176731,43,SCHOOLCRA,EASTBOUND,Schoolcraft Ave,Hartwell St,7020 - Hartwell St / Schoolcraft Ave
POINT (-83.17545109115994 42.38832613606377),STLIWB,7021,Schoolcraft Ave & Littlefield St,SCHOOLCRAFT & LITTLEFIELD,42.388318,4150,-83.175447,43,SCHOOLCRA,WESTBOUND,Schoolcraft Ave,Littlefield St,7021 - Littlefield St / Schoolcraft Ave
POINT (-83.173813090634 42.38807513609338),STCHEB,7022,Schoolcraft St & Cheyenne St,SCHOOLCRAFT & CHEYENNE,42.388067,4151,-83.173809,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Cheyenne St,7022 - Cheyenne St / Schoolcraft St
POINT (-83.17326309048651 42.388343136166185),STWAWB,7023,Schoolcraft St & Ward St,SCHOOLCRAFT & WARD,42.388335,4152,-83.173259,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Ward St,7023 - Ward St / Schoolcraft St
POINT (-83.17180909001067 42.38801213617316),STSOEB,7024,Schoolcraft St & Sorrento St,SCHOOLCRAFT & SORRENTO,42.388004,4153,-83.171805,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Sorrento St,7024 - Sorrento St / Schoolcraft St
POINT (-83.17107508981755 42.3884141362782),STSTWB,7025,Schoolcraft St & Steel St,SCHOOLCRAFT & STEEL,42.388406,4154,-83.171071,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Steel St,7025 - Steel St / Schoolcraft St
POINT (-83.16904608919396 42.38844113637519),STMEWB,7027,Schoolcraft St & Meyers Rd,SCHOOLCRAFT & MEYERS,42.388433,4155,-83.169042,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Meyers Rd,7027 - Meyers Rd / Schoolcraft St
POINT (-83.07327206100463 42.40495814366736),DEBUSB,7342,Dequindre St & Burnside St,DEQUINDRE & BURNSIDE,42.40495,4799,-83.073268,,,,,,
POINT (-83.16864308904965 42.388199136350266),STMEEB,7028,Schoolcraft Ave & Meyers Rd,SCHOOLCRAFT & MEYERS,42.388191,4156,-83.168639,43,SCHOOLCRA,EASTBOUND,Schoolcraft Ave,Meyers Rd,7028 - Meyers Rd / Schoolcraft Ave
POINT (-83.16691908853852 42.38844913647317),STMOWB,7029,Schoolcraft St & Monte Vista St,SCHOOLCRAFT & MONTE VISTA,42.388441,4157,-83.166915,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Monte Vista St,7029 - Monte Vista St / Schoolcraft St
POINT (-83.16529408802329 42.38827913651656),STPIEB,7030,Schoolcraft St & Pinehurst St,SCHOOLCRAFT & PINEHURST,42.388271,4158,-83.16529,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Pinehurst St,7030 - Pinehurst St / Schoolcraft St
POINT (-83.16470708786436 42.38854713659107),STMEWB,7031,Schoolcraft St & Mendota St,SCHOOLCRAFT & MENDOTA,42.388539,4159,-83.164703,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Mendota St,7031 - Mendota St / Schoolcraft St
POINT (-83.16304508732948 42.38827813661847),STBIEB,7032,Schoolcraft St & Birwood St,SCHOOLCRAFT & BIRWOOD,42.38827,4160,-83.163041,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Birwood St,7032 - Birwood St / Schoolcraft St
POINT (-83.16181008697065 42.38854613672239),STILWB,7033,Schoolcraft St & Ilene St,SCHOOLCRAFT & ILENE,42.388538,4161,-83.161806,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Ilene St,7033 - Ilene St / Schoolcraft St
POINT (-83.15948808626253 42.38864413684532),STWYWB,7035,Schoolcraft St & Wyoming St,SCHOOLCRAFT & WYOMING,42.388636,4162,-83.159484,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Wyoming St,7035 - Wyoming St / Schoolcraft St
POINT (-83.15914508613525 42.388384136814445),STWYEB,7036,Schoolcraft Ave & Wyoming St,SCHOOLCRAFT & WYOMING,42.388376,4163,-83.159141,43,SCHOOLCRA,EASTBOUND,Schoolcraft Ave,Wyoming St,7036 - Wyoming St / Schoolcraft Ave
POINT (-83.15913308617738 42.3889391369141),WYSCNB,7037,Wyoming St & Schoolcraft St,WYOMING & SCHOOLCRAFT,42.388931,4164,-83.159129,54,WYOMING,NORTHBOUN,Wyoming St,Schoolcraft St,7037 - Schoolcraft St / Wyoming St
POINT (-83.15943908622305 42.388349136794815),WYSCSB,7038,Wyoming St & Schoolcraft St,WYOMING & SCHOOLCRAFT,42.388341,4165,-83.159435,54,WYOMING,SOUTHBOUN,Wyoming St,Schoolcraft St,7038 - Schoolcraft St / Wyoming St
POINT (-83.1571900855536 42.38864313694943),STINWB,7039,Schoolcraft St & Indiana St,SCHOOLCRAFT & INDIANA,42.388635,4166,-83.157186,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Indiana St,7039 - Indiana St / Schoolcraft St
POINT (-83.15681108541453 42.38837513691878),STINEB,7040,Schoolcraft St & Wisconsin Ave,SCHOOLCRAFT & INDIANA,42.388367,4167,-83.156807,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Wisconsin Ave,7040 - Wisconsin Ave / Schoolcraft St
POINT (-83.15516108492771 42.3886431370415),STOHWB,7041,Schoolcraft St & Ohio Ave,SCHOOLCRAFT & OHIO,42.388635,4168,-83.155157,43,SCHOOLCRA,WESTBOUND,Schoolcraft St,Ohio Ave,7041 - Ohio Ave / Schoolcraft St
POINT (-83.15483108480369 42.388374137008476),STOHEB,7042,Schoolcraft St & Ohio Ave,SCHOOLCRAFT & OHIO,42.388366,4169,-83.154827,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Ohio Ave,7042 - Ohio Ave / Schoolcraft St
POINT (-83.15293708405173 42.386343136731774),NODVWB,7043,W Davison & Northlawn St,NORTHLAWN & DAVISON,42.386335,4170,-83.152933,43,SCHOOLCRA,WESTBOUND,W Davison,Northlawn St,7043 - Northlawn St / W Davison
POINT (-83.15287508421723 42.38857913713382),STNOEB,7044,Schoolcraft St & Northlawn St,SCHOOLCRAFT & NORTHLAWN,42.388571,4171,-83.152871,43,SCHOOLCRA,EASTBOUND,Schoolcraft St,Northlawn St,7044 - Northlawn St / Schoolcraft St
POINT (-83.15190808373134 42.38630713677205),CQDASB,7046,,CLOVERLAWN & DAVISON,42.386299,4172,-83.151904,43,SCHOOLCRA,EASTBOUND,CLOVERLAWN,DAVISON,7046 - DAVISON / CLOVERLAWN
POINT (-83.15216608400225 42.38862413717403),CQSCSB,7047,Cloverlawn St & Schoolcraft St,CLOVERLAWN & SCHOOLCRAFT,42.388616,4173,-83.152162,43,SCHOOLCRA,EASTBOUND,Cloverlawn St,Schoolcraft St,7047 - Schoolcraft St / Cloverlawn St
POINT (-83.14775508246858 42.386529137000146),DVTUWB,7048,W Davison & Turner St,DAVISON & TURNER,42.386521,4174,-83.147751,43,SCHOOLCRA,WESTBOUND,W Davison,Turner St,7048 - Turner St / W Davison
POINT (-83.14566308199518 42.388612137466964),EWSCWB,7049,Ewald Cir & Schoolcraft St,EWALD CIRCLE & SCHOOLCRAFT,42.388604,4175,-83.145659,43,SCHOOLCRA,WESTBOUND,Ewald Cir,Schoolcraft St,7049 - Schoolcraft St / Ewald Cir
POINT (-83.14539408191888 42.38869313749361),EWSCEB,7050,Ewald Cir & Schoolcraft St,EWALD CIRCLE & SCHOOLCRAFT,42.388685,4176,-83.14539,43,SCHOOLCRA,EASTBOUND,Ewald Cir,Prairie St,7050 - Prairie St / Ewald Cir
POINT (-83.14466008179431 42.389927137747264),EWPRWB,7051,Ewald Cir & Prairie St,EWALD CIRCLE & PRAIRIE,42.389919,4177,-83.144656,43,SCHOOLCRA,WESTBOUND,Ewald Cir,Prairie St,7051 - Prairie St / Ewald Cir
POINT (-83.14440608171431 42.38990713775523),EWPREB,7052,,EWALD CIRCLE & PRAIRIE,42.389899,4178,-83.144402,43,SCHOOLCRA,EASTBOUND,EWALD CIRCLE,PRAIRIE,7052 - PRAIRIE / EWALD CIRCLE
POINT (-83.1423610811536 42.3907571379997),EWSAWB,7053,Ewald Cir & Santa Rosa Dr,EWALD CIRCLE & SANTA ROSA DRIVE,42.390749,4179,-83.142357,43,SCHOOLCRA,WESTBOUND,Ewald Cir,Santa Rosa Dr,7053 - Santa Rosa Dr / Ewald Cir
POINT (-83.14190908100457 42.39064113799952),EWSAEB,7054,Ewald Cir & Santa Rosa Dr,EWALD CIRCLE & SANTA ROSA DRIVE,42.390633,4180,-83.141905,43,SCHOOLCRA,EASTBOUND,Ewald Cir,Santa Rosa Dr,7054 - Santa Rosa Dr / Ewald Cir
POINT (-83.1362480794351 42.39278513863917),EWHOWB,7060,Ewald Cir & Holmur St,EWALD CIRCLE & HOLMUR,42.392777,4181,-83.136244,43,SCHOOLCRA,WESTBOUND,Ewald Cir,Holmur St,7060 - Holmur St / Ewald Cir
POINT (-83.13574607927276 42.39269513864587),EWHOEB,7061,Ewald Cir & Holmur St,EWALD CIRCLE & HOLMUR,42.392687,4182,-83.135742,43,SCHOOLCRA,EASTBOUND,Ewald Cir,Holmur St,7061 - Holmur St / Ewald Cir
POINT (-83.13391207879991 42.39382113893009),EWDEWB,7062,Ewald Cir & Dexter Ave,EWALD CIRCLE & DEXTER,42.393813,4183,-83.133908,43,SCHOOLCRA,WESTBOUND,Ewald Cir,Dexter Ave,7062 - Dexter Ave / Ewald Cir
POINT (-83.13315407856676 42.39383013896606),EWDEEB,7063,Ewald Cir & Dexter Ave,EWALD CIRCLE & DEXTER,42.393822,4184,-83.13315,43,SCHOOLCRA,EASTBOUND,Ewald Cir,Dexter Ave,7063 - Dexter Ave / Ewald Cir
POINT (-83.13350807868706 42.39396413897393),DXEWNB,7064,Dexter Ave & Ewald Cir,DEXTER & EWALD CIRCLE,42.393956,4185,-83.133504,16,DEXTER,NORTHBOUN,Dexter Ave,Ewald Cir,7064 - Ewald Cir / Dexter Ave
POINT (-83.13383807878154 42.393875138943066),DXEWSB,7065,Dexter Ave & Ewald Cir,DEXTER & EWALD CIRCLE,42.393867,4186,-83.133834,16,DEXTER,SOUTHBOUN,Dexter Ave,Ewald Cir,7065 - Ewald Cir / Dexter Ave
POINT (-83.02795177216089 42.358783222252015),MKGTEB,505,Mack Ave & Gratiot Ave,Mack & Gratiot,42.358775,353,-83.027948,31,MACK,EASTBOUND,,,505 -  /
POINT (-83.13050007785117 42.39508113930977),EWWIWB,7066,Ewald Cir & Wildemere St,EWALD CIRCLE & WILDEMERE,42.395073,4187,-83.130496,43,SCHOOLCRA,WESTBOUND,Ewald Cir,Wildemere St,7066 - Wildemere St / Ewald Cir
POINT (-83.13004807770874 42.39504513932386),EWWIEB,7067,Ewald Cir & Wildemere St,EWALD CIRCLE & WILDMERE,42.395037,4188,-83.130044,43,SCHOOLCRA,EASTBOUND,Ewald Cir,Wildemere St,7067 - Wildemere St / Ewald Cir
POINT (-83.12906807752371 42.39646613962203),EWKEWB,7068,Ewald Cir & Kendall St,EWALD CIRCLE & KENDALL,42.396458,4189,-83.129064,43,SCHOOLCRA,WESTBOUND,Ewald Cir,Kendall St,7068 - Kendall St / Ewald Cir
POINT (-83.12876307741851 42.396332139611914),EWKEEB,7069,Ewald Cir & Kendall St,EWALD CIRCLE & KENDALL,42.396324,4190,-83.128759,43,SCHOOLCRA,EASTBOUND,Ewald Cir,Kendall St,7069 - Kendall St / Ewald Cir
POINT (-83.12547307655463 42.3981641400882),OMLIWB,7070,Oakman Blvd & Linwood St,OAKMAN & LINWOOD,42.398156,4191,-83.125469,43,SCHOOLCRA,WESTBOUND,Oakman Blvd,Linwood St,7070 - Linwood St / Oakman Blvd
POINT (-83.12498407640224 42.398146140107215),OMLIEB,7071,Oakman Blvd & Linwood St,OAKMAN & LINWOOD,42.398138,4192,-83.12498,43,SCHOOLCRA,EASTBOUND,Oakman Blvd,Linwood St,7071 - Linwood St / Oakman Blvd
POINT (-83.1251910764883 42.398414140145675),LNOANB,7072,Linwood St & Oakman Blvd,LINWOOD & OAKMAN,42.398406,4193,-83.125187,29,LINWOOD,NORTHBOUN,Linwood St,Oakman Blvd,7072 - Oakman Blvd / Linwood St
POINT (-83.12274507580427 42.39927114040964),OMLAWB,7073,Oakman Blvd & La Salle Blvd,OAKMAN & LASALLE,42.399263,4194,-83.122741,43,SCHOOLCRA,WESTBOUND,Oakman Blvd,La Salle Blvd,7073 - La Salle Blvd / Oakman Blvd
POINT (-83.1222810756515 42.39915514040991),OMLAEB,7074,Oakman Blvd & La Salle Blvd,OAKMAN & LASALLE,42.399147,4195,-83.122277,43,SCHOOLCRA,EASTBOUND,Oakman Blvd,La Salle Blvd,7074 - La Salle Blvd / Oakman Blvd
POINT (-83.11921107479485 42.40025314074518),OM14EB,7076,Oakman Blvd & 14th St,OAKMAN & 14TH,42.400245,4196,-83.119207,43,SCHOOLCRA,EASTBOUND,14th St,Oakman Blvd,7076 - Oakman Blvd / 14th St
POINT (-83.11973707496679 42.40037014074221),OM14WB,7077,Oakman Blvd & 14th St,OAKMAN & 14TH,42.400362,4197,-83.119733,43,SCHOOLCRA,WESTBOUND,Oakman Blvd,14th St,7077 - 14th St / Oakman Blvd
POINT (-83.11460007353936 42.40228114131631),OMWOWB,7078,Oakman Blvd & Woodrow Wilson St,OAKMAN & WOODROW WILSON,42.402273,4198,-83.114596,43,SCHOOLCRA,WESTBOUND,Oakman Blvd,Woodrow Wilson St,7078 - Woodrow Wilson St / Oakman Blvd
POINT (-83.11413507338624 42.40216414131656),OMWOEB,7079,Oakman Blvd & Woodrow Wilson St,OAKMAN & WOODROW WILSON,42.402156,4199,-83.114131,43,SCHOOLCRA,EASTBOUND,Oakman Blvd,Woodrow Wilson St,7079 - Woodrow Wilson St / Oakman Blvd
POINT (-83.10990707222543 42.403908141819656),OMSAWB,7080,,OAKMAN & SANDERS PL,42.4039,4200,-83.109903,43,SCHOOLCRA,WESTBOUND,OAKMAN,SANDERS PL,7080 - SANDERS PL / OAKMAN
POINT (-83.10882707191176 42.40414614191106),OMSAEB,7081,Oakman Blvd & Woodrow Wilson St,OAKMAN & SANDERS PL,42.404138,4201,-83.108823,43,SCHOOLCRA,EASTBOUND,Oakman Blvd,Woodrow Wilson St,7081 - Woodrow Wilson St / Oakman Blvd
POINT (-83.10903207216037 42.40639114230257),HMRRSB,7086,Hamilton Ave & Conrail Railroad,HAMILTON & 15045,42.406383,4202,-83.109028,23,HAMILTON,SOUTHBOUN,Hamilton Ave,Conrail Railroad,7086 - Conrail Railroad / Hamilton Ave
POINT (-83.24711411308454 42.38624313243447),STBUWB,7089,Schoolcraft & Burt Rd,SCHOOLCRAFT & BURT ROAD,42.386235,4203,-83.24711,43,SCHOOLCRA,WESTBOUND,Schoolcraft,Burt Rd,7089 - Burt Rd / Schoolcraft
POINT (-83.24616011268978 42.38502713226094),STBUEB,7093,Schoolcraft Ave & Schoolcraft Rd,SCHOOLCRAFT & BURT ROAD,42.385019,4204,-83.246156,43,SCHOOLCRA,EASTBOUND,Schoolcraft,Kentfield St,7093 - Kentfield St / Schoolcraft
POINT (-83.14522708148196 42.38402413666748),EWBUNB,7099,Ewald Cir & Buena Vista St,EWALD CIRCLE & BUENA VISTA,42.384016,4205,-83.145223,15,CHICAGO-D,EASTB0UND,Ewald Cir,Buena Vista St,7099 - Buena Vista St / Ewald Cir
POINT (-83.14558108157266 42.383800136611406),EWBUSB,7100,Ewald Cir & Buena Vista St,EWALD CIRCLE & BUENA VISTA,42.383792,4206,-83.145577,15,CHICAGO-D,WESTBOUND,Ewald Cir,Buena Vista St,7100 - Buena Vista St / Ewald Cir
POINT (-83.14549408175841 42.386376137075366),EWDAWB,7101,Ewald Cir & W Davison Ave,EWALD CIRCLE & DAVISON,42.386368,4207,-83.14549,43,SCHOOLCRA,WESTBOUND,Ewald Cir,W Davison Ave,7101 - W Davison Ave / Ewald Cir
